,UserID,Username,Thread Title,Comment
10,7126,MarkyM,Fiat 500e Convertible La Prima Test Drive/Review,"
Not noticeable. We could just about hear the operatic type music/VESS but short lived. Would have to hear it from outside the car I think.
 
"
11,25425,Mickeypeach,Fiat 500e Convertible La Prima Test Drive/Review,"
Just drove the Mini e on Saturday and was very impressed, but I think we really like the look of the 500. Have you driven the Mini e and could you compare ? Price wise they are pretty similar, but the extra range makes a big difference.
 
"
12,247,Charlie S,Fiat 500e Convertible La Prima Test Drive/Review,"
Thanks for the review. I will be very interested in this in the future probably. Love a small car and lucky enough for it to work for me for now 
 
"
13,7126,MarkyM,Fiat 500e Convertible La Prima Test Drive/Review,"Drove the Mini e, BMW i3S (we own the regular BMW i3 already) and Peugeot e-208 all in 1 afternoon last summer 2020. Wife was choosing her next car. Was driving an Audi S3 (300bhp+) at the time.

Mini e runs the BMW i3s running gear -181bhp motor (instead of 184bhp in the i3S) but to the front wheels. It is a powerful and fun car to drive but we found the ride too harsh and unsettled overall for our British urban pot holed and bumpy roads but excellent if the tarmac was smooth. As there is so much torque going through the front wheels you get torque steer pretty much all the time on acceleration which the cheeky nature of the car urges you to do all the time! And we test drove on a nice sunny day. Would be worse in the rain.- a big no-no for me. I prefer rear wheel drive (eg-i3) as a result. A pain to get in the back as 3 door only, but once there actually ok for headroom but if you are tall driver rear legroom is going to be an issue. Pretty tiny boot and no frunk as this is based on the ICE Mini platform. Without the sunroof, car will feel claustrophobic and cramped but actually plenty of room for front passengers. Well equipped overall. 
As it is a fun car, the powerful running gear counts against it, as the range will be poor if you drive it in a fun/Mini sort of way. Pretty efficient drivetrain as 7+ years of BMW e-platform experience has gone in to it (much better than the similar battery sized Honda e) but you still have to expect 90-110 miles real world range.

500e has a bigger battery but just felt more modern. Same issues with cramped rear. Not as powerful but more than fast enough and no real torque steer as not as much torque I guess going through the front wheels. 500e rides better also- but close overall.

After driving all 3 last year, wife chose the Peugeot e-208. Liked the looks of it above all else (subjective) but thought the cabin was Audi like in quality and build. Another surprise. After almost 5 months she still absolutely loves it and to be fair I have been very very impressed with it. We both love our sports cars and they should be fun above all else. The e-208 is certainly that. GT model fully loaded with pano sunroof. Seems to better and more fun than the Corsa e which shares it's platform. 

I know you asked about the Mini e but e-208 is proper 5 seater (at a squeeze)- Mini strict 4 seater only and cramped at that. e-208 has a more useful boot. Bigger battery at 50kWh and faster charging speed at up to 100kw (Mini 33kWh battery?-Still only 50kW charge speed). 

500e- 85kW which is fast enough to charge a 40-45kWh battery. 

And the 208 is Europes best selling car, which came as a surprise to us, but not really now we come to think of it. Peugeot 2008, Europes 2nd best selling car to boot! Yes they are both available as petrol, diesel and electric models but they must have done something right to knock the typical Ford Fiesta, Renault Clio or VW Golf off their perches!

If it is between the 500e and Mini I would take the 500e. It is a proper and very modern high quality feeling (la Prima edition sampled only) EV with a decent sized battery and range and good enough charge speeds. If you can live with the smallish boot (very small on the convertible as it has small boot opening also) and cramped rear space. It will be an excellent commuting car as fun also.

Mini e is a converted EV on an ageing platform but then again is tried and tested. BMW/Mini will be releasing a new ground up Mini EV in conjunction with Great Wall Motors of China (I believe) in the coming months.Probably early to mid 2022.
 
"
14,25425,Mickeypeach,Fiat 500e Convertible La Prima Test Drive/Review,"
Very informative breakdown, thanks. My wife is looking for a small car, as we already have a ZOE, but she is starting to gravitate towards the ID3. We've got a few more test drive to do first. Mini e, ID3, Honda E (only cause I want to have a go in it) and the Fiat. Might look at the 208 too.
 
"
15,5306,srichards,Fiat 500e Convertible La Prima Test Drive/Review,"
What's the delivery lead time on the 500e? What are the seats like in it? The ones in the Honda E were quite firm. 

Even though I know the Honda E will not fit into my life at all I'm still wanting to find ways I can have one. It's a beguiling git.
 
"
16,3413,Oilymo,Fiat 500e Convertible La Prima Test Drive/Review,"
We've just had our test drive and I have to agree with everything @MarkyM said. The thing that stuck out the most for me was the infotainment system, very slick and crystal clear. I think I would choose the maps over the Apple ones on Car Play. The wind noise is apparent but then that's driving a convertible car. We even managed to activate the roof at 50mph!! The car drives beautifully and is very much like our current Fiat 500 (but without the 57k miles), firm and sure footed. The acceleration is nippy and the speed is more than acceptable for a quick dash down the M1. Couldn’t quite get the ACC and LKA to work properly but then we were both pressing and guessing. The seats are firm and much like the 500 that we have although I thought there was supposed to be more adjustment but couldn’t see it. Lead times……we’re told that our car isn’t made yet but then the salesman tried to explain how a vehicle production line works and that the car was probably in a layby bit waiting for the winter pack or something. His words not mine! I suspect we’ll get a call in the next couple of weeks…

Like most we haven’t had much to smile about lately but Mrs M cracked a massive smile when the roof went back and she sped off. Really looking forward to owning this car.
 
"
17,7126,MarkyM,Fiat 500e Convertible La Prima Test Drive/Review,"
Looks like the 500e is doing the rounds of all the UK motoring press at the moment as all have reviews up online. Good reviews across the board including for the small battery version. It is a light and compact EV. And they seems to agree that it seems quite efficient. Will have to see if Bjorn Nyland gets one on test to see what the real world range is like.
 
"
18,59017,Kronospace,Fiat 500e (2020) - Youtube Reviews,"
Noticed that quite a few initial reviews of the new electric Fiat 500 are now on Youtube from the German reviewers.

The most interesting one that I came across is linked below (links jumps to charging section), however due to its length the auto generated closed captions aren't available.

Key take aways from the linked video at the 150kW Charger

Car plugged in at 7% - Initial charge rate of 82kW
26 Minutes to 81% - At 81% Charge rate of 42.5kW with 27.7 kWh delivered in that time
42/43kW until 85%, seems as though it is a staircase shaped charge curve
At 85% charge rate drops to 13kW
Around 29 minutes from 7% to 85% - 29.4 kWh delivered in that time






Another German review of the car with auto-generated closed captions available





 
"
19,59017,Kronospace,Fiat 500e (2020) - Youtube Reviews,"
English full length review now available





 
"
20,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
I enjoy driving our little Fiat 500e over in California and feel one of these would make a perfect runabout when we are over in the UK. Most of the non EV parts are standard Fiat 500 so in theory it shouldn't be too expensive to maintain standard wear items, tyres, brakes, wipers etc. Some inexpensive reliable Fiat 500e 2013 models here in California can be found for less than $5000. Looking at the cost to ship from the US to the UK should be less than $1000 according to : How Much Does Shipping a Car Overseas Cost? - CostHelper

Once this pandemic has declined, I'm sorely tempted to buy another 500e then pack up our current 500e for the UK but not sure about the current UK car inspection requirements. Looking at the VAT impact it should be zero as it has been owned by us outside the EU (if that even matters anymore) for almost two years. Essentially everything except the drive train and some of the trim is standard Fiat 500 especially safety elements so I would think there would be no additional inspection items required?

Here's an example of a 2016 500e for $5991 https://www.cars.com/vehicledetail/detail/828502330/overview/

Any thoughts - or am I totally crazy?
 
"
21,41433,freddym,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"If you want an EV runabout in the UK, plenty of used Zoe's to choose from.
 
"
22,1937,Hairy Leafer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Crazy! perhaps a bit too much time in that Californian sun.

A car with the steering wheel on the wrong side, will not make a convenient city runabout!
Not to mention and shipping costs and import duties will probably cost the same as several monthly car payments
 
"
23,2505,cah197,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Well plenty of Chevys and Mustangs get imported with no trouble. You just need to get an estimate of taxes and duties from a shipping company. There are specialists around who can handle all the paperwork to import.

I wouldn't worry about the steering wheel on the other side - you get used to it.

But after all the cost, it might be cheaper and easier to get a Zoe/VW eUp or similar. As suggested above.

Or wait until Fiat release the new e500 in the UK, with some good PCP deals.
 
"
24,91640,Kiltox,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Really? It’s a Fiat 500, not a Range Rover, what problems do you forsee with it being LHD?!
 
"
25,5634,Biffa,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Sounds like a great idea, until you have an issue with the HV system and there is no one in the UK who has ever see one before... that would be my worry

So if you are the adventurous sort and don't mind the odd headache you will have a cheap and fun city runabout.

Like that car and want to keep it, do it, I had a mate who emigrated to Australia in the 80s and he took his beloved Daimler Sovereign Coupe there with him, the price I recall was higher than you are paying now! Bloke from work went to Australia a few years ago and took his RS4 with him exactly for the same reason.
 
"
26,85303,Gt6k,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
As it will be permanently imported it will have to be fitted with UK legal lights which may or may not be cheap to do. I know someone who got badly stung by this with a Jaguar which he though would save him money over UK prices but ended up being more expensive. I think there is also an import duty to pay unless it is over a certain age.
 
"
27,91640,Kiltox,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Import duty will be the biggest problem I reckon. Unless there’s some kind of exemption for bringing over your own personal car (which I doubt).
 
"
28,5634,Biffa,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
When importing a car from the America to the UK, you can do so completely tax free if you have owned the car for at least six months and have lived outside the EU for over 12 months.

If these criteria don’t apply then cars built in the EU are subject to £50 duty and 20% VAT, based on the amount you paid for the car, with those built outside of the EU coming in at 10% duty and 20% VAT.

Most cars that are over 30 years old will qualify for 5% import VAT and no duty when being imported, providing they haven’t been significantly modified from their original use and are not intended to be your daily driver.
 
"
29,41433,freddym,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Always a good idea to get the pros and cons down on a piece of paper and cost against alternatives.
 
"
30,2505,cah197,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"It’s still a Fiat 500. I understand they are sold in the UK.
 
"
31,5634,Biffa,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Indeed, note the bit above, given you were thinking of purchasing a second one, you really need to make sure it is going to fulfill the ownership criteria.

Biggest change at the back is a fog light, and not sure if the headlamps need replacing once you bring it over, but given the parts are likely shared with the UK 500 it should be easy enough to source them.
 
"
32,5427,Panda,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Do it! 

There are lots of pros and cons here, but I expect that the reason you want it is more to do with the heart than the head. The main question for me would be if you have the time to do the research and paperwork etc, but it is a fun project and one that could be interesting.

p.s. Fancy bringing one over for me  Sounds perfect for bombing round town.
 
"
33,1937,Hairy Leafer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"roundabouts, lane changes, an increased chance on quiet roads that you might drive on the wrong side of the road, increased insurance costs, that reflect both increased collision risk and potential difficulty obtaining parts a fewer authorised repairers...

What advantages does bringing it over give you opposed to sourcing a local car?
 
"
34,91640,Kiltox,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
It’s not difficult to change lanes or navigate roundabouts in a small LHD car in the U.K.
 
"
35,80086,,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Would it be considered rude to point out that Fiat are now taking orders for a much improved 500e to Europe & the UK for the 2021 model year?









New Fiat 500e hatchback: electric city car to cost £26,995 | Autocar


New hatchback version of reinvented electric-only city car now available to order in UK, joining convertible in expanded range




www.autocar.co.uk




 
"
36,5634,Biffa,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Is it $5000 plus importation costs? or will it be more expensive than that?

So for an extra 20k you can have much improved..... I am assuming range, how much would that be per mile of additional and possibly un needed city car range.
 
"
37,416,andrew*debbie,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
The California spec. Fiat 500e doesn't have rapid charging, but I suppose you already know that.
 
"
38,1937,Hairy Leafer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"...but it is easier in a rhd one!
If there was even a 1% increased risk of me doing harm to myself, a loved one or anyone else I wouldn't do it, but I'm not you.
If you have a strong emotional attachment to the car go for it
 
"
39,416,andrew*debbie,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Best to get an insurance quote too. Car is an oddball and some companies won't insure it.
 
"
40,2505,cah197,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"That’s just because it’s what you’re used to.
 
"
41,91640,Kiltox,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Im sure you’re even less likely to cause harm if you take public transport instead, let’s ban cars!
 
"
42,5634,Biffa,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Ssssshh Boris might hear you...
 
"
43,91640,Kiltox,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"He’s already banned petrol and diesel cars from 2030 hasn’t he? A shouty man on the Internet said he had so it must be true. Scrapping all those 2029 cars will be so wasteful ;-)
 
"
44,5634,Biffa,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Imagine if you have just bought a range rover in 2029 with only 2,000 mile on it, that would be a terrible waste....

What is frightening is that people will believe this sh!t
 
"
45,1937,Hairy Leafer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"if that were true manufacturers would only sell LHD cars made for the world market and save themselves a fortune on the basis we would soon get used to it.
 
"
46,86365,cdlb,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Parallel parking is much easier though, just stick your head out the window to see the kerb 
 
"
47,71,proddick,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
I agree with others that it really isn't a great idea. I can see why my neighbour bought a Corvette in Flordia and shipped it over here as a rare (in UK) and expensive car, but I wouldn't suggest doing it for something (if you excuse me) a bit mundane. Servicing and repairs would be a nightmare as not only the EV side but other parts are totally different - brake system, hvac, etc. 

If you aren't currently UK resident and have owned 6 months then you probably wouldn't have much to pay other than transport, but there is cost of IVA process with any required changes. And no, a USA Fiat 500e definitely can't use type approval of a EU petrol one!
 
"
48,2505,cah197,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Yes.

The reason we have a wheel on the opposite side to which we drive is because we used to carry swords.
 
"
49,2505,cah197,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"The only downside is overtaking on single carriageways.

The easy solution is not to overtake. Or use your co-pilot.
 
"
50,83879,Tandy0,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
I imported a Fiat from Jersey(!) in 1984. Apart from car tax & vat which I had to pay to the customs, the DVLC required a 'type approval certificate' from Fiat. This was pricey IIRC, and did not require any modifications at all. I certainly would not want to try the above with an American car.
 
"
51,71,proddick,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Yes there used to be a good weeze of importing 6 month old cars from Jersey to save money - presumably that loophole was closed?

For our friend the other side of the pond, Jersey is a Channel Island near France that is a British territory, is not part of the EU and has no VAT (sales tax)
 
"
52,2505,cah197,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"And Germany, as anyone who's served in the military or civil service over there will tell you.

The dealers would even order you one with a wheel on the wrong side. 
 
"
53,777,Rory166,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
I am not sure about cars but when I imported second hand american motor homes I just had to get a mot test. I had to convert the brake flashers to indicators and got Amber lenses. Then two circuit to the rear one for the new brake lights and one for the fog light with an illuminated switch. 
The light conversion sounds complicated but actually you just cut the brake feed to the stalk and divert to the rear. 
Oh I almost forgot white indicators at the front need changing to Amber.
 
"
54,2505,cah197,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Looks like you'll need a basic IVA:









Vehicle approval


Type approval, individual (IVA), motorcycle single vehicle approval, voluntary approval, certificate of initial fitness, accessibility approval, fees, forms, replacement certificates




www.gov.uk





Doesn't seem too hard.
 
"
55,5634,Biffa,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"@Wastedspacer what is the situation with the 500e, are the indicators white, red or amber?

If they cannot be adjusted, pair of headlamps on ebay for the car are £40 each and if you had to change the rear lights £25 a each, add a fog light and you should be done!

Having had a look at some UK Fiat 500 and the 500e (Thanks ebay.com) the units look pretty much identical i.e. the lenses don't appear to be coloured differently

I wonder if the fog light button is a blank and wiring is behind it still!
 
"
56,777,Rory166,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Since they sell petrol 500 in the UK it should be simple to convert to UK spec and pass an IVA test.
 
"
57,76248,Blanik,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Parts vary more than you expect - I used to own a UK Citroen, whilst on holiday in France the rear light cluster was damaged. The French dealer did not have the UK part in stock so we fitted a French one and had to adjust the wiring loom in the car to get the sidelights to work. So someone now has a car which is half UK and half French wiring!
 
"
58,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Thanks for the suggestion and certainly a good point, I did check some options out the last time we were there. Zoe's are ok but not so easy to manoeuver and certainly not as much of a fun ride as the 500e. The 500e is incredibly nimble, great visibility and easy to park, the Zoe was certainly comfortable and had decent visibility but seemed to have the turning circle of a double-decker! The other downside to the most reasonably priced Zoe's were the rental batteries. .
 
"
59,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Really, I was thinking having the steering wheel next to the side of the road you need to park might be an advantage 
 
"
60,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Found this advisory suggesting import duties won't be an issue:

""If you have owned the vehicle for at least six months and lived outside of the EU for at least one year (185 consecutive days) and are moving back to the UK permanently, then you will not have to pay any import VAT or duty (which is nice.)In order to prove this we will require proof of US residency from at least one year ago, for example a utility bill, bank / mortgage statement and also proof of vehicle ownership from at least six months ago, for example an insurance certificate or title/registration document ""
 
"
61,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
Since we are considering moving back to the UK - then that would make a lot of sense - we could bring both cars back but the Fiat should be a lot more supportable.... and my wife would not want to drive LHD.
 
"
62,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"It does seem that you are exempt so long as you can prove you have owned it for more than 6 months. The kicker is to get the exemption we have to be moving over permanently which we may be but waiting until this pandemic is put to rest first.
 
"
63,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Yes indeed - just a regular 1772 connection but it only take a couple of hours or so on our level 2, or overnight on standard mains to get to a full charge
 
"
64,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"True - that might be a showstopper - our current insurance company might not be that creative.
 
"
65,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"Luckily it came with amber flashers 
 
"
66,93109,Wastedspacer,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"No, not rude at all, looking at the layout and specs, it would certainly be a familiar car and if the price is reasonable with incentives along with the considerably better 199 mile range, DC Fast charge and equipment improvements it might be perfect. I'd still be tempted to bring over the old 500e as a project car though ... great thoughts ... have to see what the missus says 
 
"
67,86365,cdlb,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"I drive too slowly to overtake 
 
"
68,80086,,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"UK incentives constist solely of £3000 off the sticker price, and £350 off the sticker price of an L2 charger.
As the article says, that £26,995 price is after incentives. However, several electricity suppliers here have cheap tariffs specifically for EV owners.
 
"
69,13593,tophatron,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"
While it would be cool to bring across a Fiat 500e, i think the practicalities would make it more hassle than it's worth:

1. As mentioned, insurance might be an issue and could cost a lot.
2. I believe the vehicle will still need to pass an IVA (Individual Vehicle Approval) prior to being registered in the UK - this is more cost and hassle.
3. Once you have it in the UK, if something goes wrong you might be stuck for quite a while to get parts.

Once you add up all the various expenses, I think you would be better to pick up a second hand Nissan Leaf in the UK - it will probably cost you a lot less in both money and stress!
 
"
70,78496,dsaunders70,Fiat 500e service intervals,"
Hi,
We are close to ordering a new fiat 500e, but I am interested in the service intervals and cost. The dealer are saying the intervals are every 12 months or 9000 miles..? Is this correct for an electric car.? Surely there is nothing much to service as it has very little moving parts.?
If anybody has knowledge of this any information would be appreciated.
 
"
